Chromosome,Start,End,Strand,P-RING1B,KO-RING1B,log2('P-RING1B' divided by 'KO-RING1B'),P-BMI,KO-BMI,log2('P-BMI' divided by 'KO-BMI'),P-SUZ12,KO-SUZ12,log2('P-SUZ12' divided by 'KO-SUZ12'),KO-MEL18,P-MEL18,log2('P-MEL18' divided by 'KO-MEL18'),P-H3K27Me3,KO-H3K27Me3,log2('P-H3K27Me3' divided by 'KO-H3K27Me3'),P-CBX4,KO-CBX4,log2('P-CBX4' divided by 'KO-CBX4'),P-CBX8,KO-CBX8,log2('P-CBX8' divided by 'KO-CBX8'),P-RYBP,KO-RYBP,log2('P-RYBP' divided by 'KO-RYBP'),Gene Name,Nearest Ensembl,,
chr21,43272977,43275660,+,3.27,2.03,0.69,3.54,2.26,0.65,10.36,1.70,2.61,3.56,1.94,-0.87,102.81,519.55,-2.34,4.07,2.51,0.70,2.03,3.92,-0.95,3.61,2.71,0.41,LINC00322,,,
chr11,75384603,75399058,+,5.52,1.27,2.12,7.91,1.98,2.00,13.85,1.51,3.20,3.11,4.46,0.52,102.78,401.25,-1.97,7.86,1.22,2.69,5.41,3.94,0.46,2.32,1.09,1.09,RPS3,ENSG00000149273,,
chr17,76656137,76671290,+,4.52,1.68,1.43,5.46,2.93,0.90,8.67,1.61,2.43,3.79,3.00,-0.34,102.68,565.35,-2.46,4.91,1.33,1.89,3.90,4.54,-0.22,1.51,1.13,0.42,LOC105274304,ENSG00000261335,,
chr4,110644870,110647162,+,9.67,1.81,2.42,15.16,3.06,2.31,4.54,1.93,1.24,5.72,9.81,0.78,102.65,227.52,-1.15,9.24,1.91,2.27,10.90,7.61,0.52,1.41,0.72,0.98,PITX2,ENSG00000164093,,
chr4,76880567,76886688,+,8.78,1.23,2.84,13.41,2.78,2.27,7.02,1.19,2.56,4.37,7.47,0.77,102.41,345.28,-1.75,9.77,1.65,2.57,8.32,5.09,0.71,1.65,0.90,0.87,SOWAHB,ENSG00000186212,,
chr2,234317153,234318710,+,7.90,0.73,3.44,10.85,1.64,2.73,6.31,0.83,2.93,2.28,6.51,1.52,102.23,144.05,-0.49,7.87,1.16,2.77,7.27,2.33,1.64,1.37,0.80,0.78,LINC01891,ENSG00000231682,,
chr2,73978436,73984971,+,6.86,2.70,1.34,7.58,3.70,1.03,10.29,2.17,2.25,5.25,4.87,-0.11,102.20,594.34,-2.54,8.00,2.35,1.77,5.72,7.55,-0.40,2.86,1.74,0.72,DGUOK-AS1,ENSG00000237883,,
chr5,149925478,149937155,+,8.41,2.30,1.87,12.59,4.07,1.63,9.88,1.64,2.59,6.46,7.50,0.22,102.19,496.58,-2.28,10.96,2.73,2.01,10.78,9.71,0.15,1.99,1.23,0.70,LOC644762,,,
chr2,203003631,203015101,+,7.81,1.83,2.10,14.19,3.95,1.85,11.76,1.51,2.97,5.35,6.51,0.29,102.08,290.68,-1.51,11.95,2.88,2.05,9.50,7.74,0.30,1.83,1.47,0.31,NBEAL1,ENSG00000144426,,
chr1,35695330,35708968,+,5.09,1.61,1.66,7.74,3.14,1.30,9.30,1.47,2.66,4.62,3.96,-0.22,101.97,450.86,-2.14,6.28,1.65,1.92,5.55,5.29,0.07,1.57,1.12,0.49,C1orf216,ENSG00000142686,,
chr10,133334616,133337911,+,1.95,1.37,0.51,2.53,1.96,0.37,7.76,2.33,1.74,3.23,1.29,-1.33,101.68,449.67,-2.14,2.29,1.55,0.56,1.25,3.76,-1.58,2.04,1.45,0.49,CALY,ENSG00000130643,,
chr16,3928938,3939661,+,6.72,1.67,2.01,10.38,2.30,2.18,10.27,1.45,2.82,3.39,5.68,0.75,101.54,360.96,-1.83,9.02,1.54,2.55,6.24,4.02,0.63,1.94,1.33,0.54,LOC102724927,ENSG00000262185,,
chr20,62626174,62630781,+,2.47,1.37,0.85,2.79,1.95,0.52,7.44,2.56,1.54,2.69,1.65,-0.70,101.49,518.98,-2.35,2.52,1.44,0.81,1.94,3.72,-0.94,1.92,1.55,0.30,SLCO4A1,ENSG00000101187,,
chr16,85421557,85425735,+,2.24,1.58,0.50,2.05,1.74,0.24,8.02,2.11,1.92,2.61,1.17,-1.16,101.49,631.26,-2.64,2.09,1.71,0.29,1.31,3.51,-1.42,1.78,1.79,-0.01,MIR5093,ENSG00000266307,,
chr22,50001775,50014777,+,2.58,0.88,1.55,3.18,1.37,1.21,10.57,1.53,2.79,1.90,1.50,-0.34,101.42,558.95,-2.46,2.92,1.12,1.39,1.78,3.25,-0.87,2.15,1.07,1.01,IL17REL,ENSG00000188263,,
chr14,22588689,22600662,+,8.67,3.97,1.13,14.63,6.29,1.22,21.84,2.97,2.88,10.43,7.62,-0.45,101.40,529.90,-2.39,13.79,4.35,1.67,10.59,12.93,-0.29,4.81,2.23,1.11,ABHD4,ENSG00000100439,,
chr22,26643187,26655626,+,2.62,1.06,1.30,3.58,1.71,1.06,8.21,1.29,2.67,2.67,1.74,-0.61,101.36,414.90,-2.03,3.66,1.43,1.36,2.21,3.36,-0.61,1.80,0.98,0.88,MIAT,ENSG00000225783,,
chr1,10768700,10772328,+,3.42,2.28,0.59,3.70,2.82,0.39,5.64,2.18,1.37,3.70,2.36,-0.65,101.28,985.17,-3.28,3.10,1.88,0.72,2.00,5.51,-1.46,1.50,1.26,0.25,CASZ1,ENSG00000130940,,
chr11,75521031,75530011,+,2.63,1.34,0.97,3.82,1.67,1.19,11.80,1.83,2.69,2.10,1.57,-0.42,101.25,817.63,-3.01,3.30,1.24,1.41,1.83,3.23,-0.82,2.60,1.21,1.11,GDPD5,ENSG00000158555,,
chr6,45457482,45458850,+,10.22,0.78,3.71,15.28,1.64,3.22,5.69,0.89,2.67,2.34,9.37,2.00,101.17,103.37,-0.03,10.29,1.25,3.04,11.20,2.84,1.98,1.73,0.76,1.19,RUNX2,ENSG00000124813,,
chr5,154498284,154498762,+,6.88,3.98,0.79,10.67,5.68,0.91,6.81,3.23,1.08,8.90,6.02,-0.56,101.17,1003.02,-3.31,6.78,2.65,1.36,7.24,10.89,-0.59,1.70,1.38,0.29,HAND1,ENSG00000113196,,
chr17,80403549,80415647,+,7.16,3.13,1.20,10.94,3.69,1.57,11.17,3.13,1.83,6.76,5.87,-0.21,101.16,526.68,-2.38,9.76,2.21,2.14,7.66,10.82,-0.50,3.23,2.54,0.35,ENDOV,ENSG00000173818,,
chr16,86568907,86572311,+,4.92,3.89,0.34,5.72,4.28,0.42,5.63,7.01,-0.32,6.92,3.14,-1.14,101.06,982.10,-3.28,5.13,2.52,1.03,4.52,9.24,-1.03,1.67,1.52,0.13,FOXC2-AS1,ENSG00000260944,,
chr14,56797495,56798823,+,7.01,9.26,-0.40,8.89,10.85,-0.29,3.90,5.15,-0.40,18.84,4.97,-1.92,101.03,871.06,-3.11,5.98,6.47,-0.11,6.19,24.74,-2.00,1.05,1.02,0.03,OTX2,ENSG00000165588,,
chr12,54123990,54131927,+,4.63,3.52,0.39,5.68,4.61,0.30,5.56,3.47,0.68,7.04,3.05,-1.21,100.97,703.27,-2.80,4.41,2.32,0.93,3.56,8.25,-1.21,1.24,1.19,0.06,LINC02381,ENSG00000250742,,
chr19,2994808,2999349,+,2.05,1.20,0.77,2.49,1.55,0.69,7.89,1.15,2.78,2.25,1.45,-0.63,100.86,376.29,-1.90,2.69,1.07,1.33,1.64,2.26,-0.46,1.83,1.40,0.39,TLE6,ENSG00000104953,,
chr4,93790707,93804339,+,12.10,1.11,3.45,18.37,2.29,3.01,8.01,1.01,2.99,2.83,11.93,2.07,100.55,175.14,-0.80,12.14,1.22,3.31,12.79,4.40,1.54,2.08,1.07,0.96,ATOH1,ENSG00000172238,,
chr2,74178101,74198353,+,5.83,2.05,1.51,8.98,2.38,1.92,7.98,1.38,2.53,4.78,4.82,0.01,100.38,345.83,-1.78,6.75,1.79,1.91,5.96,5.16,0.21,1.48,0.92,0.69,MOB1A,ENSG00000114978,,
chr12,54169527,54170541,+,4.23,2.10,1.01,4.80,3.23,0.57,7.04,2.81,1.32,5.21,2.63,-0.99,100.17,610.78,-2.61,3.90,1.52,1.36,2.99,6.17,-1.04,1.67,1.35,0.31,SMUG1,ENSG00000123415,,
chr17,61411753,61413547,+,6.32,4.19,0.59,5.78,4.70,0.30,9.09,4.08,1.16,7.01,3.17,-1.14,100.17,358.38,-1.84,5.09,3.18,0.68,4.31,7.62,-0.82,3.28,2.34,0.49,C17orf82,,,
chr16,2358751,2370474,+,5.50,2.74,1.01,9.20,4.74,0.96,8.73,2.05,2.09,5.84,4.68,-0.32,100.07,831.04,-3.05,7.02,1.86,1.92,5.31,8.91,-0.75,1.83,1.28,0.52,ABCA17P,ENSG00000238098,,
chr17,7703253,7709967,+,2.58,1.72,0.58,2.34,2.44,-0.06,8.89,2.30,1.95,3.35,1.55,-1.11,100.06,558.51,-2.48,2.79,1.86,0.58,1.44,3.43,-1.25,1.92,1.75,0.13,EFNB3,ENSG00000108947,,
chr14,91248550,91261283,+,2.31,1.06,1.12,3.09,1.60,0.95,10.33,1.31,2.97,2.26,1.91,-0.24,100.01,372.67,-1.90,3.97,1.24,1.68,2.19,2.67,-0.29,2.08,1.13,0.89,GPR68,ENSG00000119714,,
chr1_KI270712v1_random,2704,13825,+,10.64,6.15,0.79,12.48,7.94,0.65,15.38,8.20,0.91,14.30,7.67,-0.90,99.73,433.02,-2.12,13.04,5.17,1.33,10.10,19.21,-0.93,1.39,1.14,0.29,,,,
chr5,172697205,172705277,+,6.17,4.42,0.48,8.26,5.45,0.60,8.06,1.59,2.34,6.98,4.40,-0.66,99.57,560.90,-2.49,6.61,2.97,1.15,6.19,8.59,-0.47,2.03,1.35,0.59,MIR5003,ENSG00000265160,,
chr4,5950690,5962278,+,3.89,2.22,0.81,4.07,2.53,0.68,9.48,1.68,2.50,4.15,2.49,-0.74,99.50,553.55,-2.48,5.08,1.86,1.45,2.77,5.37,-0.96,2.35,1.30,0.85,MIR378D1,ENSG00000263631,,
chr1,10760075,10767489,+,3.73,2.55,0.55,3.66,3.02,0.28,5.85,2.33,1.33,4.50,2.37,-0.93,99.47,1114.61,-3.49,3.44,2.58,0.41,2.39,5.47,-1.19,1.90,1.72,0.14,CASZ1,ENSG00000130940,,
chr1,156340878,156360581,+,5.26,2.48,1.08,8.60,4.23,1.02,10.32,2.10,2.30,7.20,4.18,-0.78,99.46,869.53,-3.13,7.35,2.07,1.83,4.86,9.57,-0.98,1.84,1.29,0.51,TSACC,ENSG00000163467,,
chr2,10726279,10728054,+,3.23,2.09,0.63,3.97,3.13,0.34,4.95,2.50,0.98,4.54,2.42,-0.90,99.23,829.84,-3.06,3.15,1.65,0.93,2.80,5.44,-0.96,0.93,0.98,-0.07,ATP6V1C2,ENSG00000143882,,
chr5,180120419,180133882,+,6.65,3.03,1.13,9.77,4.68,1.06,10.39,2.18,2.25,8.01,5.57,-0.52,98.82,931.17,-3.24,7.54,2.80,1.43,7.07,11.96,-0.76,1.90,1.34,0.51,RNF130,ENSG00000113269,,
chr16,70079390,70108156,+,6.61,1.79,1.89,12.01,3.45,1.80,9.01,1.28,2.81,5.23,6.26,0.26,98.54,314.97,-1.68,10.05,1.72,2.54,8.55,6.66,0.36,1.39,0.95,0.55,PDPR,ENSG00000090857,,
chr5,150764975,150779046,+,9.18,2.70,1.77,14.90,5.87,1.34,9.50,1.76,2.43,9.39,8.98,-0.07,98.51,375.59,-1.93,11.94,2.62,2.19,12.61,14.39,-0.19,2.04,1.16,0.81,SMIM3,ENSG00000256235,,
chr9,134309368,134324235,+,3.29,1.12,1.56,3.54,1.55,1.19,12.22,1.52,3.00,2.32,2.07,-0.16,98.48,427.73,-2.12,4.14,1.26,1.71,1.75,2.70,-0.62,4.69,1.46,1.68,RXRA,ENSG00000186350,,
chr13,20156867,20166582,+,13.78,3.42,2.01,18.74,5.59,1.75,10.96,1.75,2.65,8.34,11.10,0.41,98.47,318.33,-1.69,16.63,3.14,2.40,17.47,13.23,0.40,1.86,1.38,0.43,GJA3,ENSG00000121743,,
chr6,125367981,125371471,+,13.53,1.16,3.55,21.64,2.36,3.19,8.25,1.32,2.64,3.18,12.80,2.01,98.41,91.13,0.11,16.08,2.42,2.73,15.87,3.87,2.04,2.47,1.40,0.81,HDDC2,ENSG00000111906,,
chr16,1243339,1248516,+,2.39,1.14,1.07,2.61,1.71,0.61,9.22,2.85,1.69,2.55,1.43,-0.83,98.37,690.93,-2.81,3.35,1.31,1.35,1.56,3.31,-1.09,1.88,1.22,0.62,TPSAB1,ENSG00000172236,,
chr3,128998023,129003900,+,1.97,1.50,0.39,2.85,1.54,0.88,8.39,1.53,2.45,3.18,1.27,-1.33,98.31,240.66,-1.29,2.68,1.61,0.74,1.90,2.66,-0.49,2.43,1.48,0.72,KIAA1257,ENSG00000114656,,
chr21,43323030,43334320,+,3.69,2.42,0.61,3.73,2.38,0.65,10.52,1.60,2.72,4.21,2.24,-0.91,97.99,440.55,-2.17,4.13,2.79,0.57,2.16,5.13,-1.24,3.12,2.36,0.40,LINC00322,,,
chr17,56968418,56981246,+,8.03,3.34,1.26,12.15,5.23,1.22,8.16,2.30,1.82,8.90,7.37,-0.27,97.97,598.65,-2.61,9.58,2.55,1.91,9.04,10.67,-0.24,1.89,1.67,0.18,SCPEP1,ENSG00000121064,,
chrX,53324927,53335096,+,3.51,2.08,0.75,4.71,3.01,0.65,7.07,2.36,1.58,4.86,2.89,-0.75,97.88,852.77,-3.12,4.28,2.23,0.94,3.30,6.33,-0.94,1.22,1.29,-0.07,IQSEC2,ENSG00000124313,,
chr10,6116448,6117038,+,8.49,1.00,3.09,10.80,1.40,2.95,11.99,0.96,3.64,2.54,6.82,1.43,97.85,130.61,-0.42,10.10,1.43,2.82,7.45,3.34,1.16,2.51,1.04,1.28,RBM17,ENSG00000134453,,
chr19,16317859,16325769,+,4.94,1.95,1.34,5.18,2.17,1.25,12.05,1.96,2.62,2.90,3.00,0.05,97.71,436.86,-2.16,6.97,1.73,2.01,3.81,3.97,-0.06,3.09,1.54,1.00,KLF2,ENSG00000127528,,
chrX,39895149,39908930,+,4.51,2.39,0.91,5.61,3.02,0.90,9.55,2.17,2.14,4.25,3.32,-0.35,97.63,672.53,-2.78,5.98,2.43,1.30,3.88,6.77,-0.80,2.83,2.38,0.25,MIR1587,ENSG00000263972,,
chr16,1131221,1137676,+,2.39,1.51,0.66,2.21,1.56,0.50,8.88,3.03,1.55,2.32,1.43,-0.70,97.58,921.26,-3.24,3.15,1.27,1.31,0.98,3.68,-1.91,2.56,1.32,0.95,CACNA1H,ENSG00000196557,,
chr10,100652438,100660601,+,2.85,2.01,0.51,2.76,2.02,0.45,8.27,3.62,1.19,2.41,1.39,-0.80,97.48,689.40,-2.82,2.23,1.11,1.01,1.72,3.40,-0.98,1.40,1.44,-0.05,PAX2,ENSG00000075891,,
chr1,109477745,109482184,+,6.69,2.46,1.44,6.80,2.88,1.24,6.10,2.96,1.04,5.34,3.92,-0.45,97.43,775.54,-2.99,5.34,2.21,1.27,4.02,5.40,-0.43,2.11,1.72,0.29,ATXN7L2,ENSG00000162650,,
chr9,136756678,136759124,+,4.28,1.27,1.75,3.81,1.61,1.24,11.77,1.38,3.09,1.71,2.21,0.37,97.43,336.25,-1.79,4.21,1.30,1.69,1.89,3.07,-0.70,4.62,1.19,1.95,LCN8,ENSG00000204001,,
chr11,8998325,9006714,+,5.62,1.82,1.63,7.56,1.89,2.00,7.00,1.61,2.12,2.86,4.13,0.53,97.39,435.02,-2.16,5.71,1.62,1.81,5.37,4.73,0.18,1.81,1.26,0.52,NRIP3,ENSG00000175352,,
chr2,230953885,230962160,+,7.33,1.75,2.06,11.13,3.63,1.62,6.51,1.53,2.09,5.77,6.21,0.11,97.31,674.20,-2.79,8.11,2.35,1.79,8.45,9.38,-0.15,1.54,1.02,0.60,GPR55,ENSG00000135898,,
chr2,10254989,10263421,+,1.95,1.70,0.20,3.04,2.67,0.19,5.56,1.93,1.53,2.35,1.31,-0.84,97.26,963.36,-3.31,2.51,1.41,0.83,1.49,3.32,-1.16,1.35,1.07,0.33,HPCAL1,ENSG00000115756,,
chr1,167692216,167698650,+,5.76,3.65,0.66,7.32,4.10,0.84,7.79,2.43,1.68,5.96,3.84,-0.63,97.26,1318.40,-3.76,5.75,2.34,1.30,3.99,6.87,-0.78,4.61,2.77,0.74,MPZL1,ENSG00000197965,,
chr16,56626529,56634710,+,2.52,1.65,0.62,3.31,1.93,0.78,6.85,2.12,1.69,2.83,1.64,-0.79,97.21,717.63,-2.88,2.97,1.46,1.02,2.34,4.44,-0.93,1.56,1.11,0.49,MT1M,ENSG00000205364,,
chr9,134249815,134262241,+,2.31,0.86,1.43,2.55,1.19,1.10,9.00,1.47,2.62,1.61,1.20,-0.43,97.20,473.85,-2.29,2.62,0.98,1.42,1.36,2.39,-0.82,1.94,0.93,1.06,LINC02247,ENSG00000223729,,
chr12,57762083,57768886,+,1.95,1.36,0.52,2.69,1.46,0.88,10.93,2.78,1.98,2.75,1.31,-1.06,97.16,289.17,-1.57,2.63,1.12,1.23,1.81,3.16,-0.80,2.24,1.25,0.84,CYP27B1,ENSG00000111012,,
chr12,95787742,95795116,+,5.98,3.29,0.86,8.45,4.62,0.87,6.63,3.21,1.05,6.81,4.27,-0.67,97.15,878.30,-3.18,5.49,2.51,1.13,5.56,12.21,-1.13,1.28,1.17,0.13,NTN4,ENSG00000074527,,
chr17,15315349,15317859,+,5.20,1.04,2.32,6.92,2.11,1.71,6.50,1.11,2.55,3.22,4.46,0.47,97.06,259.09,-1.42,6.20,1.41,2.14,5.59,3.66,0.61,1.47,0.77,0.94,TEKT3,ENSG00000125409,,
chr12,120626708,120655949,+,3.26,2.00,0.70,3.94,2.50,0.66,10.35,3.23,1.68,3.09,1.91,-0.70,97.04,743.83,-2.94,4.10,1.46,1.49,2.27,5.28,-1.22,2.12,1.70,0.32,CABP1,ENSG00000157782,,
chr17,1928401,1936350,+,2.28,2.25,0.02,3.08,2.18,0.50,7.69,1.63,2.24,3.19,1.65,-0.95,96.91,276.73,-1.51,2.95,2.09,0.50,1.90,3.26,-0.78,2.89,2.54,0.19,LOC105371485,ENSG00000228133,,
chr17,80522068,80525571,+,2.64,1.54,0.77,3.44,1.91,0.85,6.52,2.26,1.53,2.67,1.85,-0.53,96.90,727.67,-2.91,3.17,1.47,1.11,2.37,2.88,-0.28,1.15,1.19,-0.06,RPTOR,ENSG00000141564,,
chr19,5543271,5558613,+,2.58,0.98,1.40,3.32,1.70,0.96,6.92,1.21,2.51,2.01,1.57,-0.35,96.75,224.50,-1.21,3.27,1.08,1.60,1.96,2.65,-0.43,1.51,0.98,0.62,TINCR,ENSG00000223573,,
chr16,84784956,84798264,+,4.06,1.75,1.22,4.76,2.63,0.86,9.71,1.56,2.64,3.76,2.81,-0.42,96.70,554.79,-2.52,4.89,1.57,1.64,3.12,5.15,-0.72,2.06,1.37,0.59,CRISPLD2,ENSG00000103196,,
chr3,46879193,46890190,+,1.44,1.10,0.39,1.96,1.62,0.28,7.69,1.79,2.10,2.07,1.02,-1.03,96.64,552.24,-2.51,1.98,0.91,1.12,1.25,2.52,-1.01,1.78,0.86,1.04,PTH1R,ENSG00000160801,,
chr17,48583769,48584212,+,5.26,10.50,-1.00,6.20,12.11,-0.97,6.37,10.92,-0.78,19.61,3.67,-2.42,96.59,1455.43,-3.91,4.60,6.47,-0.49,4.61,27.87,-2.60,1.68,1.66,0.02,HOXB3,ENSG00000120093,,
chr6,3623711,3632754,+,4.69,1.98,1.24,6.61,3.20,1.05,9.87,1.87,2.40,4.08,3.24,-0.33,96.57,631.88,-2.71,5.21,1.73,1.59,4.48,6.13,-0.45,1.92,1.42,0.43,PXDC1,ENSG00000168994,,
chr4,54095233,54101467,+,4.38,1.72,1.35,5.62,2.18,1.36,4.72,1.22,1.95,3.29,3.21,-0.03,96.51,242.22,-1.33,4.38,2.13,1.04,4.22,4.84,-0.20,0.93,1.52,-0.70,GSX2,ENSG00000180613,,
chr1,244098008,244103537,+,9.34,2.44,1.94,12.04,3.32,1.86,6.10,1.79,1.77,5.62,6.33,0.17,96.50,572.41,-2.57,8.21,2.08,1.98,7.97,6.75,0.24,1.61,1.27,0.35,ZBTB18,ENSG00000179456,,
chr17,48720567,48727218,+,4.04,9.80,-1.28,4.73,12.11,-1.35,5.13,12.45,-1.28,17.46,2.55,-2.77,96.49,1567.41,-4.02,3.35,6.04,-0.85,2.96,24.66,-3.06,1.50,1.69,-0.17,PRAC2,ENSG00000229637,,
chr19,8327196,8345402,+,2.12,1.58,0.42,1.99,1.64,0.28,7.05,2.16,1.71,2.72,1.07,-1.35,96.39,739.73,-2.94,2.18,1.06,1.03,1.27,2.57,-1.02,2.33,1.63,0.52,KANK3,ENSG00000186994,,
chr9,137127588,137144098,+,3.27,0.72,2.18,5.18,1.37,1.92,13.81,1.36,3.35,2.48,2.52,0.02,96.27,374.89,-1.96,5.33,0.82,2.70,3.39,2.38,0.51,2.12,0.96,1.15,GRIN1,ENSG00000176884,,
chr1,51882097,51893077,+,5.11,1.73,1.56,8.22,2.94,1.48,8.42,1.93,2.13,5.16,4.17,-0.31,95.88,579.87,-2.60,6.76,1.92,1.81,5.97,6.67,-0.16,1.51,0.95,0.68,NRDC,ENSG00000078618,,
chr1,155139749,155156542,+,4.55,3.10,0.55,6.85,4.43,0.63,13.02,2.27,2.52,6.40,3.54,-0.85,95.85,693.18,-2.85,6.45,2.40,1.43,4.70,8.99,-0.94,1.99,1.50,0.41,DPM3,ENSG00000179085,,
chr3,194161632,194172503,+,4.27,1.16,1.88,6.61,2.42,1.45,6.78,1.13,2.58,3.35,3.52,0.07,95.84,246.51,-1.36,5.07,1.36,1.90,4.69,3.97,0.24,2.32,1.25,0.89,HES1,ENSG00000114315,,
chr10,22383957,22393531,+,19.58,2.99,2.71,28.74,4.77,2.59,8.36,1.39,2.59,9.49,18.93,1.00,95.78,386.98,-2.01,21.34,2.27,3.23,20.31,11.77,0.79,1.87,1.09,0.78,SPAG6,ENSG00000077327,,
chr20,36088323,36097528,+,2.12,1.57,0.43,2.34,2.23,0.07,8.65,3.16,1.45,3.14,1.06,-1.57,95.68,944.48,-3.30,2.40,1.32,0.86,1.85,4.57,-1.31,1.66,1.22,0.44,EPB41L1,ENSG00000088367,,
chr1,18955624,18988028,+,3.48,1.64,1.09,4.54,2.17,1.06,9.32,1.70,2.46,3.29,2.96,-0.15,95.66,508.62,-2.41,4.34,1.59,1.45,3.49,4.08,-0.23,1.68,1.18,0.51,IFFO2,ENSG00000169991,,
chr6,125758750,125762939,+,12.55,1.11,3.50,19.05,1.69,3.50,6.33,1.08,2.55,2.85,11.34,1.99,95.62,76.51,0.32,13.16,1.23,3.41,12.48,2.45,2.35,2.33,1.37,0.77,HEY2,ENSG00000135547,,
chr22,24683234,24693530,+,7.22,2.21,1.71,11.70,3.82,1.62,6.51,1.52,2.10,7.16,7.01,-0.03,95.59,462.57,-2.27,8.52,2.54,1.75,8.72,8.15,0.10,1.26,0.72,0.81,POM121L10P,,,
chr7,131553596,131560638,+,4.11,1.60,1.36,4.54,2.07,1.13,9.29,1.37,2.76,2.68,2.76,0.04,95.30,275.25,-1.53,5.20,1.28,2.03,3.69,3.74,-0.02,2.18,1.45,0.59,PODXL,ENSG00000128567,,
chr11,8262409,8269546,+,2.10,1.13,0.90,2.28,1.69,0.43,6.29,1.24,2.34,2.61,1.13,-1.21,95.19,81.04,0.23,1.76,1.45,0.28,1.45,2.57,-0.82,1.80,2.00,-0.16,LMO1,ENSG00000166407,,
chr16,88450271,88458901,+,2.95,2.57,0.20,2.50,2.11,0.24,11.03,5.16,1.10,4.36,2.16,-1.01,95.17,621.20,-2.71,2.94,2.39,0.30,1.82,4.17,-1.19,3.11,2.99,0.06,ZFPM1,ENSG00000179588,,
chr10,117124793,117125705,+,6.49,2.23,1.54,8.72,3.77,1.21,4.89,2.54,0.94,4.85,5.01,0.04,95.15,436.85,-2.20,5.67,2.31,1.30,5.39,7.00,-0.38,1.28,1.14,0.16,SHTN1,ENSG00000187164,,
chr14,91944170,91951497,+,5.70,1.22,2.23,8.25,2.27,1.86,6.10,1.28,2.25,3.55,4.13,0.22,95.05,374.11,-1.98,7.26,1.55,2.22,6.03,5.70,0.08,1.23,0.78,0.65,FBLN5,ENSG00000140092,,
chr20,57461485,57516873,+,5.98,2.25,1.41,9.07,3.42,1.41,7.72,2.36,1.71,5.64,5.41,-0.06,95.00,681.76,-2.84,8.26,2.00,2.05,5.88,7.57,-0.37,2.02,1.10,0.88,CTCFL,ENSG00000124092,,
chr15,68842492,68852142,+,12.85,5.44,1.24,20.87,9.01,1.21,8.50,1.83,2.21,15.26,11.70,-0.38,95.00,601.97,-2.66,14.07,4.28,1.72,15.74,18.90,-0.26,1.78,0.99,0.85,ANP32A,ENSG00000140350,,
chr22,38412132,38426355,+,2.99,1.23,1.27,3.42,1.90,0.85,9.13,1.37,2.73,2.40,1.61,-0.57,94.89,696.65,-2.88,2.90,1.44,1.02,1.44,2.58,-0.84,1.46,0.99,0.56,TPTEP2,,,
chr1,201941607,201953529,+,3.64,3.26,0.16,5.43,4.65,0.23,9.78,2.50,1.97,6.42,2.71,-1.25,94.80,887.51,-3.23,4.71,2.73,0.79,3.27,8.39,-1.36,2.09,1.77,0.24,LMOD1,ENSG00000163431,,
chr14,103929390,103945735,+,6.62,1.52,2.13,10.30,2.68,1.95,8.15,1.91,2.09,4.19,5.32,0.34,94.77,440.14,-2.22,8.32,1.24,2.75,7.11,5.13,0.47,1.31,0.62,1.09,RD3L,ENSG00000227729,,
chr17,49492303,49501332,+,2.36,2.94,-0.32,2.98,3.69,-0.31,8.07,5.43,0.57,5.18,1.30,-2.00,94.75,1044.13,-3.46,2.53,1.79,0.50,1.81,6.14,-1.76,1.82,1.89,-0.05,NGFR,ENSG00000064300,,
chr5,134422807,134434929,+,4.14,1.80,1.20,7.63,2.84,1.43,8.74,1.77,2.30,4.59,3.29,-0.48,94.64,613.84,-2.70,6.00,1.55,1.95,4.49,6.40,-0.51,1.57,0.90,0.79,LOC102546229,,,
chr6,158656249,158657960,+,8.75,2.29,1.93,10.86,3.03,1.84,8.03,1.45,2.47,4.30,6.88,0.68,94.61,283.12,-1.58,8.25,1.69,2.29,7.39,4.39,0.75,2.01,1.03,0.96,SYTL3,ENSG00000164674,,
chr6,35310228,35324737,+,8.22,2.32,1.83,10.30,3.44,1.58,13.96,2.22,2.65,5.56,6.24,0.17,94.50,696.74,-2.88,9.75,1.98,2.30,6.83,8.00,-0.23,3.18,1.68,0.92,DEF6,ENSG00000023892,,
chr10,117542735,117548743,+,2.44,5.47,-1.16,2.56,5.43,-1.09,5.22,9.99,-0.94,8.86,1.44,-2.62,94.44,1084.98,-3.52,2.32,3.49,-0.59,2.15,20.54,-3.26,1.21,2.16,-0.84,EMX2OS,ENSG00000229847,,
chr20,34192077,34202797,+,5.18,2.10,1.30,9.24,4.31,1.10,6.70,1.82,1.88,7.70,4.00,-0.94,94.43,629.27,-2.74,6.95,2.21,1.66,6.01,9.82,-0.71,1.37,1.13,0.27,ASIP,ENSG00000101440,,
chr7,116849392,116858915,+,7.17,1.34,2.42,11.61,2.76,2.07,5.88,0.98,2.58,4.51,6.77,0.59,94.43,299.71,-1.67,9.13,1.53,2.57,8.77,5.94,0.56,1.29,0.90,0.52,CAPZA2,ENSG00000198898,,
chr6,16187282,16224819,+,8.03,4.50,0.83,11.90,5.44,1.13,13.43,2.43,2.47,10.09,6.56,-0.62,94.42,704.07,-2.90,9.68,4.14,1.22,7.24,12.76,-0.82,7.72,4.96,0.64,GMPR,ENSG00000137198,,
