ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-001533,KARPAS 1718,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SMZL
ACH-001536,KKU-100,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-001537,KKU-055,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001538,KKU-213,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001539,KML-1,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-001540,KMLS-1,Soft Tissue,Liposarcoma,Liposarcoma,LIPO
ACH-001541,KMS-28PE,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-001542,KON,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001543,KOSC-2,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001544,KYAE-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001547,LO68,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001548,LS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001549,Lu-135,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001550,MCC13,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001551,MCC14/2,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001552,MCC26,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001554,mel-202,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-001555,Mero-14,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001556,Mero-25,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001557,Mero-41,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001558,Mero-48a,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001559,Mero-82,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001560,Mero-83,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001561,Mero-84,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001562,Mero-95,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001563,MM127,Skin,Melanoma,Melanoma,MEL
ACH-001566,MM370,Skin,Melanoma,Melanoma,MEL
ACH-001567,MM383,Skin,Melanoma,Melanoma,MEL
ACH-001568,MM386,Skin,Melanoma,Melanoma,MEL
ACH-001569,MM415,Skin,Melanoma,Melanoma,MEL
ACH-001570,MM426,Skin,Melanoma,Melanoma,MEL
ACH-001573,MOLM-1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-001574,MOLM-14,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001577,MUTZ-8,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001578,NCCIT,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001591,NCI-H1417,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001598,NCI-H295R,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,ACC
ACH-001599,NCI-H64,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001603,NH-12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001605,no.10,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001606,no.11,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001607,NOZ,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-001608,NP 2,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001609,NP 3,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001610,NP 5,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001611,NP 8,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001613,OCI-AML4,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001616,OCI-LY18,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001617,OCI-LY7,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001618,OCI-M2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001619,OCUG-1,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-001622,Onda 7,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001623,Onda 8,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001624,Onda 9,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001625,OSC-19,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001626,OSC-20,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001627,P4E6,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001628,PEA1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-001630,PEO1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001632,PEO4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001634,PGA-1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,CLLSLL
ACH-001636,Ramos,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-001638,RC-K8,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-001639,ROS-50,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001641,SAT,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-001642,SCC-3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-001645,SEKI,Skin,Melanoma,Melanoma,MEL
ACH-001647,SHI-1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL
ACH-001648,Shmac 4,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001649,Shmac 5,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001650,SISO,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,CEAD
ACH-001651,SKG-I,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001652,SKG-II,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001653,SK-GT-2,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-001654,SK-GT-4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001655,SKN,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,ULMS
ACH-001656,SKNO-1,Myeloid,Acute Myeloid Leukemia,AML with Maturation,AM
ACH-001662,SNU-2372,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",BRCANOS
ACH-001664,SNU-638,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-001668,SUSA,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,TT
ACH-001669,TANOUE,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001670,TASK1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PNET
ACH-001672,Tera-2,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001673,TFK-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-001674,TGW,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001675,TR146,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001677,U-2904,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001679,U-2973,Lymphoid,Mature B-Cell Neoplasms,"High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements",HGBCLMYCBCL2
ACH-001680,U-698-M,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001683,UACC-3133,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-001685,U-HO1,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-001687,UM-RC-3,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-001688,UM-RC-7,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-001690,UPCI-SCC-026,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001691,UPCI-SCC-029A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001692,UPCI-SCC-040,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001693,UPCI-SCC-072,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001694,UPCI-SCC-074,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001695,UPCI-SCC-099,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001696,UPCI-SCC-111,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001698,UPCI-SCC-116,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001699,UPCI-SCC-131,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001701,UPCI-SCC-200,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001702,VA-ES-BJ,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,EPIS
ACH-001703,VAL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001704,VMRC-MELG,Skin,Melanoma,Melanoma,MEL
ACH-001705,VP267,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001707,WA-OSEL,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,CLLSLL
ACH-001708,WSU-FSCCL,Lymphoid,Mature B-Cell Neoplasms,Follicular Lymphoma,FL
ACH-001709,WSU-NHL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001711,PFSK-1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PNET
ACH-001712,Hs 860.T,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001715,CAL-72,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001716,GOTO,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001719,OCI-C4P,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-001735,SEMK2,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001736,HB1119,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001737,CTV-1-DM,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-001738,CCRF-CEM,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-001740,RH28,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001743,RC2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001745,RhJT,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001750,TTC442,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS
ACH-001751,Rh36,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS
ACH-001765,Rh4,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001767,CCLF_PEDS_0018_T,Fibroblast,Non-Cancerous,"Fibroblast, Soft Tissue",
ACH-001786,SNU-1544,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001791,LPS6,Soft Tissue,Liposarcoma,Liposarcoma,LIPO
ACH-001793,LPS27,Soft Tissue,Liposarcoma,Liposarcoma,LIPO
ACH-001794,93T449,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,WDLS
ACH-001795,94T778,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,WDLS
ACH-001796,95T1000,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,WDLS
ACH-001799,LPS141,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS
ACH-001802,LPS853,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS
ACH-001804,LPS510,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS
ACH-001807,LPS067,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLS
ACH-001814,OS252,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001818,C396,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001819,MFM-223,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001820,COLO 824,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",BNNOS
ACH-001825,SW527,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001827,184B5,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-001834,ICC10,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001835,ICC10-6,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001836,ICC10-8,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001838,ICC12,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001839,ICC13-7,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001841,ICC15,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001842,ICC2,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001843,ICC3,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001844,ICC4,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001845,ICC5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001846,ICC6,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001847,ICC7,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001848,ICC8,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001849,ICC9,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001850,G415,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-001852,HKGZ-CC,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001853,KMCH-1,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,HCCIHCH
ACH-001854,MMNK-1,Biliary Tract,Non-Cancerous,"Immortalized Cholangiocyte, Highly Differentiated",
ACH-001855,OZ,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001856,RBE,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001857,SG231,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001858,SSP-25,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001861,TGBC1TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,Gallbladder Cancer,GBC
ACH-001862,TGBC52TKB,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,AMPCA
ACH-001863,TKKK,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001864,YSCCC,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001958,MS1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001959,CC-LP-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001960,CC-SW-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001961,GB2,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-001970,MM253,Skin,Melanoma,Melanoma,MEL
ACH-001971,MM466,Skin,Melanoma,Melanoma,MEL
ACH-001972,MM473,Skin,Melanoma,Melanoma,MEL
ACH-001973,MM485,Skin,Melanoma,Melanoma,MEL
ACH-001975,MM576,Skin,Melanoma,Melanoma,MEL
ACH-001977,NO36,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001982,NZM3,Skin,Melanoma,Melanoma,MEL
ACH-001986,NZM42,Skin,Melanoma,Melanoma,MEL
ACH-001990,NZM7,Skin,Melanoma,Melanoma,MEL
ACH-001991,NZOV9,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV
ACH-001992,ONE58,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001993,NALM-16,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001997,ECC2,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-001999,950-5-BIK,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002001,A375 SKIN CJ1,Skin,Melanoma,Melanoma,MEL
ACH-002002,A375 SKIN CJ2,Skin,Melanoma,Melanoma,MEL
ACH-002003,A375 SKIN CJ3,Skin,Melanoma,Melanoma,MEL
ACH-002004,UACC62 SKIN CJ1,Skin,Melanoma,Melanoma,MEL
ACH-002005,SK-MEL-19,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-002010,MP41,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002011,MP46,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002014,Mel270,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002015,Mel285,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002016,Mel290,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002017,Omm1,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002018,Omm2.5,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-002019,HOKUG,Cervix,Glassy Cell Carcinoma of the Cervix,Glassy Cell Carcinoma of the Cervix,CEGCC
ACH-002020,SKG-IIIa,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-002021,T3M-3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,UCCA
ACH-002023,TGBC18TKB,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,AMPCA
ACH-002024,ECC4,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-002025,TT1TKB,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-002026,HHUA,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-002027,HOUA-I,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-002029,SAS,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002030,Sa3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002033,HMMME,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002035,LCAM1,Lung,Non-Small Cell Lung Cancer,Poorly Differentiated Non-Small Cell Lung Cancer,NSCLCPD
ACH-002038,HSKTC,Ovary/Fallopian Tube,"Ovarian Cancer, Other","Ovarian Cancer, Other",OOVC
ACH-002039,PK-8,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002040,HMV-II,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,VMM
ACH-002041,HOTHC,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-002042,T3M-5,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-002043,Ca9-22,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002044,HSQ-89,Head and Neck,Head and Neck Squamous Cell Carcinoma,Sinonasal Squamous Cell Carcinoma,SNSC
ACH-002045,HO-1-u-1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002046,HTMMT,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS
ACH-002048,RMS-YM,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS
ACH-002050,HTST,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,EGCT
ACH-002051,Lu-134-A,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002052,Lu-139,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002055,TL-1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002058,ATN-1,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-002059,P30/OHK,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002061,P2UR/K-562,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-002062,SLVL,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SMZL
ACH-002065,HS-PSS,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002066,HS-Sch-2,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002067,NOS-1,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002069,HS-Os-1,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002070,HKBMM,CNS/Brain,Meningothelial Tumor,Meningioma,MNG
ACH-002077,Lu-165,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002080,TN-2,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002083,NB69,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002084,MMAc,Skin,Melanoma,Melanoma,MEL
ACH-002085,HS-SY-II,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-002089,201T,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002090,BB65-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002091,CAL-39,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,VSC
ACH-002092,CHSA0011,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002093,CHSA0108,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002094,CHSA8926,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002095,COR-L303,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002096,CP50-MEL-B,Skin,Melanoma,Melanoma,MEL
ACH-002097,CP66-MEL,Skin,Melanoma,Melanoma,MEL
ACH-002098,CP67-MEL,Skin,Melanoma,Melanoma,MEL
ACH-002099,CS1,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002100,DJM-1,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-002101,EMC-BAC-1,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002102,EMC-BAC-2,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002103,ES1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002104,ES3,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
